City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,pervomayskoye,43.919,46.7102,3.28,95,10,3.59,RU,1738369160
363,isla aguada,18.7833,-91.4667,26.38,81,3,5.81,MX,1738369162
364,santa ana de yacuma,-13.75,-65.4333,24.37,87,35,2.61,BO,1738369163
365,matoury,4.8483,-52.3317,26.98,78,100,4.63,GF,1738369164
366,ojinaga,29.5667,-104.4167,20.53,11,0,0.0,MX,1738369165
367,zeya,53.75,127.2667,-19.07,90,100,0.6,RU,1738368881
368,tidjikja,18.5564,-11.4271,16.19,18,0,4.92,MR,1738369168
369,mahina,-17.5065,-149.489,30.87,62,75,5.14,PF,1738369169
370,hasaki,35.7333,140.8333,8.41,57,100,3.31,JP,1738369026
371,port saint john's,-31.6229,29.5448,22.77,91,98,3.97,ZA,1738369171
372,novodvinsk,64.4165,40.8122,-1.14,97,57,1.56,RU,1738369172
373,acanceh,20.8167,-89.45,27.75,61,28,5.09,MX,1738369174
374,casas grandes,30.3667,-107.95,14.86,14,0,4.28,MX,1738369175
375,mabaruma,8.2,-59.7833,23.43,88,100,1.56,GY,1738369176
376,west fargo,46.875,-96.9004,-7.97,67,100,5.66,US,1738369177
377,manhattan,40.7834,-73.9662,6.81,93,100,3.09,US,1738369178
378,yelenendorf,40.5869,46.3158,-3.27,93,20,3.09,AZ,1738369179
379,glace bay,46.1969,-59.957,-0.57,95,100,4.47,CA,1738368938
380,pangody,65.85,74.4859,-21.37,98,99,4.05,RU,1738369182
381,sao jose da coroa grande,-8.8978,-35.1478,26.56,70,52,4.11,BR,1738369183
382,bambous,-20.2567,57.4061,23.4,90,45,2.95,MU,1738369184
383,banfora,10.6333,-4.7667,24.95,14,42,2.38,BF,1738369185
384,ipora,-16.4419,-51.1178,20.44,98,100,1.68,BR,1738368923
385,ji'an,27.1172,114.9793,10.42,93,100,4.1,CN,1738369189
386,mocesti,45.05,26.25,6.41,76,2,1.82,RO,1738369190
387,nahiyat ash shinafiyah,31.5874,44.6602,10.75,29,0,2.19,IQ,1738368936
388,aras-asan,8.8908,126.3033,25.69,85,80,1.46,PH,1738369193
389,dwarka,22.2394,68.9678,20.15,57,37,5.75,IN,1738369194
390,ben lomond,37.0891,-122.0863,11.67,89,100,1.34,US,1738368975
391,mangrol,21.1167,70.1167,18.23,71,51,4.65,IN,1738369196
392,san antonio de pale,-1.4014,5.6325,27.14,76,74,2.62,GQ,1738369197
393,tarija,-21.5355,-64.7296,21.95,56,20,1.54,BO,1738369092
394,nukus,42.4531,59.6103,-0.01,74,100,2.06,UZ,1738369200
395,alexandria,31.2156,29.9553,15.79,72,8,3.5,EG,1738368732
396,sierra grande,-41.606,-65.3557,15.81,56,0,8.74,AR,1738369140
397,el granada,37.5027,-122.4694,12.33,91,100,5.14,US,1738369203
398,jaguey grande,22.5269,-81.1286,22.95,84,45,2.47,CU,1738369204
399,hedaru,-4.5,37.9,21.84,86,21,1.37,TZ,1738369206
400,plaza huincul,-38.926,-69.2086,26.4,19,0,4.18,AR,1738368921
401,hongjiang,27.11,109.9956,7.23,93,100,2.42,CN,1738369208
402,swakopmund,-22.6833,14.5333,17.82,92,10,4.05,NA,1738368959
403,uvinza,-5.1036,30.3911,17.65,94,38,1.14,TZ,1738369210
404,gebeit,21.0667,36.3167,13.77,79,16,3.01,SD,1738369022
405,sorong,-0.8833,131.25,26.87,85,100,5.64,ID,1738369213
406,karungdong,5.8844,121.263,27.16,77,16,1.03,PH,1738369214
407,queenstown,-31.8976,26.8753,17.0,84,90,1.99,ZA,1738369085
408,khandyga,62.6667,135.6,-45.45,100,62,0.36,RU,1738369216
409,bonthe,7.5264,-12.505,25.4,87,86,2.42,SL,1738369218
410,vondrozo,-22.8167,47.2833,21.61,97,87,1.26,MG,1738369219
411,akureyri,65.6835,-18.0878,6.96,61,100,12.86,IS,1738369221
412,udaipura,23.0833,78.5,16.99,45,4,1.43,IN,1738369222
413,zhezqazghan,47.7833,67.7667,-6.68,93,100,4.0,KZ,1738369223
414,inarajan village,13.2736,144.7484,29.54,78,75,10.54,GU,1738369224
415,arafat,39.0344,44.6198,-4.47,47,52,0.58,IR,1738369226
416,mollendo,-17.0231,-72.0147,21.28,85,88,2.27,PE,1738369227
417,boda,4.3189,17.4695,22.97,21,75,1.68,CF,1738369228
418,levokumskoye,44.8219,44.6606,1.59,98,38,3.56,RU,1738369229
419,tolanaro,-25.0319,46.9987,25.15,87,86,0.98,MG,1738369101
420,trenggalek,-8.05,111.7167,24.92,91,99,1.95,ID,1738369231
421,sambava,-14.2667,50.1667,23.69,91,86,2.93,MG,1738369233
422,akjoujt,19.6969,-14.4164,17.18,22,0,7.31,MR,1738369234
423,broken hill,-31.95,141.4333,30.39,29,0,5.74,AU,1738369235
424,vilyuchinsk,52.9306,158.4028,-1.85,70,98,2.78,RU,1738369236
425,morondava,-20.2833,44.2833,27.11,86,30,2.21,MG,1738369237
426,bezhetsk,57.7851,36.6965,3.87,97,100,5.72,RU,1738369239
427,diego de almagro,-26.3667,-70.05,22.72,40,0,2.67,CL,1738368983
428,shimokizukuri,40.8061,140.3861,0.29,87,100,5.96,JP,1738369241
429,bemidji,47.4736,-94.8803,-11.64,48,40,2.06,US,1738369243
430,chiredzi,-21.05,31.6667,24.11,55,9,1.9,ZW,1738369244
431,progreso,21.2833,-89.6667,25.01,85,5,4.85,MX,1738369245
432,kiunga,-6.1219,141.2906,23.57,99,100,1.01,PG,1738369246
433,rocha,-34.4833,-54.3333,17.89,87,0,2.12,UY,1738369248
434,kapuskasing,49.4169,-82.4331,-21.95,71,75,3.6,CA,1738369249
435,corral de almaguer,39.7545,-3.1865,3.99,57,67,2.77,ES,1738369250
436,rawson,-43.3002,-65.1023,16.16,63,0,5.66,AR,1738369211
437,murzuq,25.9155,13.9184,13.61,31,90,5.11,LY,1738369254
438,kidal,18.4411,1.4078,19.99,15,97,4.06,ML,1738369255
439,bardai,11.65,7.2333,18.69,25,5,4.68,NG,1738369256
440,nazare,-13.035,-39.0144,24.48,88,36,1.77,BR,1738369159
441,fort bragg,35.139,-79.006,19.34,76,100,3.09,US,1738369258
442,shingu,33.7333,135.9833,7.49,50,70,1.07,JP,1738369260
443,enshi,30.3,109.4833,7.19,95,100,1.26,CN,1738369261
444,siocon,7.7061,122.1353,26.76,80,100,0.93,PH,1738369262
445,umm kaddadah,13.6017,26.6876,15.83,28,5,5.88,SD,1738369263
446,xining,36.6167,101.7667,-9.86,89,100,1.26,CN,1738369264
447,windermere,54.3809,-2.9071,3.97,91,3,0.43,GB,1738368980
448,arraial do cabo,-22.9661,-42.0278,24.81,89,100,8.39,BR,1738369155
449,argostolion,38.1811,20.489,10.97,62,60,2.31,GR,1738369268
450,shadrinsk,56.0852,63.6335,-3.8,97,95,3.85,RU,1738369269
451,indramayu,-6.3264,108.32,26.19,84,96,5.91,ID,1738369033
452,tadine,-21.55,167.8833,28.15,75,36,6.49,NC,1738369271
453,conception bay south,47.4999,-52.9981,-3.48,85,73,8.55,CA,1738369273
454,colchani,-20.3,-66.9333,15.25,42,61,6.79,BO,1738369274
455,mutuali,-14.8706,37.0044,20.06,97,100,0.85,MZ,1738369034
456,ust-nera,64.5667,143.2,-38.08,99,87,1.64,RU,1738369276
457,acajutla,13.5928,-89.8275,27.18,69,0,0.99,SV,1738369277
458,keflavik,64.0049,-22.5624,8.24,100,100,16.46,IS,1738369278
459,zhangatas,43.5667,69.75,-7.3,98,78,1.92,KZ,1738369280
460,fort mcmurray,56.7268,-111.381,-17.23,78,100,5.14,CA,1738369281
461,salalah,17.0151,54.0924,21.05,24,0,3.09,OM,1738369282
462,san juan,-31.5375,-68.5364,34.27,25,0,6.77,AR,1738369025
463,chacabuco,-34.6417,-60.4739,27.61,24,0,2.27,AR,1738369149
464,cockburn town,21.4612,-71.1419,25.13,84,6,11.15,TC,1738369070
465,argo,37.6333,22.7333,10.54,78,15,1.57,GR,1738369287
466,nova sintra,14.8667,-24.7167,22.46,73,0,11.55,CV,1738369289
467,belmonte,-15.8631,-38.8828,25.19,87,13,3.09,BR,1738369290
468,puerto aysen,-45.4,-72.7,12.4,75,43,1.83,CL,1738369291
469,qusmuryn,52.4503,64.6311,-2.76,95,100,4.78,KZ,1738369292
470,champerico,14.3,-91.9167,28.83,67,0,5.43,GT,1738369294
471,tavira,37.1273,-7.6486,11.26,82,3,1.34,PT,1738369295
472,aniva,46.7144,142.5294,-4.94,76,20,2.73,RU,1738369296
473,nouadhibou,20.931,-17.0347,16.99,72,0,9.77,MR,1738369297
474,shimoda,34.6667,138.95,8.54,61,99,4.07,JP,1738369103
475,kurtamysh,54.9103,64.4319,-7.24,97,99,3.11,RU,1738369301
476,roma,43.2128,-75.4557,0.92,97,100,1.34,US,1738369267
477,huarmey,-10.0681,-78.1522,22.34,81,73,3.57,PE,1738369303
478,las tablas,7.7667,-80.2833,27.32,99,89,3.44,PA,1738369306
479,minot,48.2325,-101.2963,-13.88,72,100,8.23,US,1738369104
480,menongue,-14.6585,17.691,17.48,94,98,0.63,AO,1738369308
481,tucuma,-0.1833,-50.05,24.62,90,100,3.21,BR,1738369309
482,tsrar sharif,33.8667,74.7667,1.14,98,98,1.76,IN,1738369311
483,port augusta,-32.5,137.7667,31.9,15,0,3.85,AU,1738369313
484,bata,1.8639,9.7658,26.19,87,98,3.26,GQ,1738369314
485,miyaly,48.8844,53.7836,-6.23,96,80,1.87,KZ,1738369317
486,pagar alam,-4.0167,103.2667,20.06,90,84,1.12,ID,1738369072
487,la ronge,55.1001,-105.2842,-22.86,77,75,3.6,CA,1738369319
488,pace,30.5994,-87.1611,14.65,94,0,2.57,US,1738369320
489,crete,35.1558,24.895,5.03,83,30,2.1,GR,1738369321
490,amungan,15.3652,119.9582,27.42,68,55,1.53,PH,1738369322
491,saldanha,-33.0117,17.9442,17.55,89,0,4.0,ZA,1738369324
492,puerto deseado,-47.7503,-65.8938,13.46,59,6,8.1,AR,1738369325
493,amursk,50.2261,136.8994,-22.3,98,100,1.23,RU,1738369326
494,tandil,-37.3217,-59.1332,26.05,32,0,2.73,AR,1738368678
495,taroa,8.7058,171.2275,26.77,72,92,8.44,MH,1738369328
496,cuamba,-14.8031,36.5372,20.37,97,91,0.69,MZ,1738369330
497,hilo,19.7297,-155.09,24.49,98,75,3.09,US,1738369315
498,shohimardon,39.9839,71.8028,-5.81,61,76,3.25,UZ,1738369332
499,peace river,56.2501,-117.286,-22.83,70,100,5.14,CA,1738369333
500,stephenville,32.2207,-98.2023,16.19,26,0,2.57,US,1738369334
501,yangliuqing,39.1375,116.9997,-4.03,80,65,1.86,CN,1738369337
502,al majaridah,19.1236,41.9111,23.36,67,49,0.76,SA,1738369338
503,askoy,60.4092,5.226,2.16,93,75,1.54,NO,1738369339
504,usogorsk,63.4106,48.6872,0.74,97,95,2.84,RU,1738369341
505,egilsstadir,65.2653,-14.3948,6.95,65,75,14.92,IS,1738369342
506,amga,60.8953,131.9608,-43.73,100,89,0.2,RU,1738369343
507,longboat key,27.4125,-82.659,21.18,68,6,2.68,US,1738369327
508,luganville,-15.5333,167.1667,29.52,76,100,7.6,VU,1738369345
509,nishon tumani,38.694,65.6751,-0.86,86,0,1.03,UZ,1738369346
510,binhe,32.6883,112.8275,0.74,85,100,4.2,CN,1738369348
511,madison heights,42.4859,-83.1052,0.9,90,100,7.2,US,1738369349
512,soio,-6.1349,12.3689,26.44,81,100,2.49,AO,1738369350
513,la ferte-bernard,48.1863,0.6536,2.28,98,100,3.24,FR,1738369351
514,amahai,-3.3333,128.9167,27.64,75,97,1.03,ID,1738369353
515,shache,38.4167,77.2406,-4.99,38,2,0.83,CN,1738369354
516,as sulayyil,20.4607,45.5779,12.71,44,0,2.76,SA,1738369356
517,san bernardo del viento,9.3533,-75.9524,27.6,79,67,4.42,CO,1738369358
518,pekanbaru,0.5333,101.45,22.18,100,40,2.57,ID,1738369359
519,norilsk,69.3535,88.2027,-20.87,96,100,1.82,RU,1738369360
520,viedma,-40.8135,-62.9967,16.76,71,25,8.75,AR,1738369074
521,arkhangel'sk,64.5401,40.5433,-0.94,100,75,2.0,RU,1738369362
522,bandarbeyla,9.4942,50.8122,22.51,76,76,8.23,SO,1738369364
523,eseka,3.65,10.7667,23.09,96,95,0.7,CM,1738369365
524,dalbandin,28.8947,64.4101,5.74,51,0,2.6,PK,1738369366
525,vadlapudi,14.3167,79.8,21.6,97,29,2.25,IN,1738369367
526,hailar,49.2,119.7,-33.75,100,95,1.44,CN,1738369369
527,san pedro pochutla,15.7333,-96.4667,28.17,61,1,1.82,MX,1738369370
528,steinbach,50.1667,8.5667,1.73,86,0,2.57,DE,1738369371
529,kuching,1.55,110.3333,25.02,94,20,0.0,MY,1738369373
530,rongelap,11.1635,166.8941,26.39,69,86,7.55,MH,1738369374
531,margate,51.3813,1.3862,4.27,86,97,0.45,GB,1738369334
532,eldorado at santa fe,35.5264,-105.9347,6.73,32,0,3.13,US,1738369376
533,cidade velha,14.9167,-23.6167,20.77,72,0,6.93,CV,1738369377
534,sumbe,-11.2061,13.8437,24.84,83,95,1.47,AO,1738369378
535,juan griego,11.0817,-63.9655,25.28,78,3,6.16,VE,1738369380
536,nizhneudinsk,54.9076,99.0276,-26.38,100,18,0.64,RU,1738369245
537,atuncolla,-15.6833,-70.15,13.03,81,87,2.48,PE,1738369383
538,cidreira,-30.1811,-50.2056,23.22,89,25,2.8,BR,1738369385
539,naze,28.3667,129.4833,17.51,79,94,9.76,JP,1738369369
540,lang son,21.8333,106.7333,14.52,93,90,1.5,VN,1738369387
541,port macquarie,-31.4333,152.9167,27.26,65,80,3.58,AU,1738369388
542,kolonia,50.9333,6.95,0.54,87,0,1.03,DE,1738369389
543,igrim,63.1906,64.4162,-17.64,99,98,1.1,RU,1738369391
544,yarmouth,41.7057,-70.2286,5.05,96,100,1.34,US,1738369392
545,sola,-13.8833,167.55,26.24,90,100,12.64,VU,1738369393
546,la peca,-5.6111,-78.435,22.57,80,44,2.11,PE,1738369394
547,takoradi,4.8845,-1.7554,26.61,86,66,3.18,GH,1738368942
548,zaozersk,69.4005,32.4476,-2.37,98,100,2.07,RU,1738369396
549,sungai penuh,-2.0833,101.3833,18.03,82,93,1.61,ID,1738369398
550,rosarito,32.3333,-117.0333,16.51,70,42,5.73,MX,1738368725
551,taro,-8.3862,115.28,22.18,85,100,0.88,ID,1738369400
552,sa pa,22.3402,103.8441,7.42,84,70,1.05,VN,1738369401
